"","X1","Unnamed: 0","datetime","date","hour","season","holiday","open","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rainfall","snowfall","month","week","day_of_month","day_of_year","day_of_week","dayName_of_week","month_name","season_no"
"7086",7085,7086,2018-09-22 05:00:00,2018-09-22,5,"Autumn","No Holiday","Yes",93,18.8,96,0.2,9730,18.1,0,6.5,0,9,38,22,265,5,"Saturday","Sep",3
"7087",7086,7087,2018-09-22 06:00:00,2018-09-22,6,"Autumn","No Holiday","Yes",215,18.4,95,0.1,7520,17.5,0,0,0,9,38,22,265,5,"Saturday","Sep",3
"7088",7087,7088,2018-09-22 07:00:00,2018-09-22,7,"Autumn","No Holiday","Yes",363,18.1,96,0.9,5570,17.4,0.04,0,0,9,38,22,265,5,"Saturday","Sep",3
"7089",7088,7089,2018-09-22 08:00:00,2018-09-22,8,"Autumn","No Holiday","Yes",654,18.2,86,0,8580,15.8,0.48,0,0,9,38,22,265,5,"Saturday","Sep",3
"7090",7089,7090,2018-09-22 09:00:00,2018-09-22,9,"Autumn","No Holiday","Yes",810,19.7,78,1.3,7400,15.7,1.17,0,0,9,38,22,265,5,"Saturday","Sep",3
"7091",7090,7091,2018-09-22 10:00:00,2018-09-22,10,"Autumn","No Holiday","Yes",925,21.8,67,1.9,8780,15.3,1.88,0,0,9,38,22,265,5,"Saturday","Sep",3
"7092",7091,7092,2018-09-22 11:00:00,2018-09-22,11,"Autumn","No Holiday","Yes",1062,22.7,55,2.7,12970,13.1,1.86,0,0,9,38,22,265,5,"Saturday","Sep",3
"7093",7092,7093,2018-09-22 12:00:00,2018-09-22,12,"Autumn","No Holiday","Yes",1273,24.2,43,2.2,17980,10.8,2.31,0,0,9,38,22,265,5,"Saturday","Sep",3
"7094",7093,7094,2018-09-22 13:00:00,2018-09-22,13,"Autumn","No Holiday","Yes",1409,24.9,32,3.9,20000,7,2.57,0,0,9,38,22,265,5,"Saturday","Sep",3
"7095",7094,7095,2018-09-22 14:00:00,2018-09-22,14,"Autumn","No Holiday","Yes",1532,25.2,28,4.4,20000,5.3,2.76,0,0,9,38,22,265,5,"Saturday","Sep",3
"7096",7095,7096,2018-09-22 15:00:00,2018-09-22,15,"Autumn","No Holiday","Yes",1814,25.4,32,3.8,19800,7.4,2.42,0,0,9,38,22,265,5,"Saturday","Sep",3
"7097",7096,7097,2018-09-22 16:00:00,2018-09-22,16,"Autumn","No Holiday","Yes",1840,25.3,38,3,20000,9.9,1.88,0,0,9,38,22,265,5,"Saturday","Sep",3
"7098",7097,7098,2018-09-22 17:00:00,2018-09-22,17,"Autumn","No Holiday","Yes",2045,24.6,35,3.6,19900,8.1,1.2,0,0,9,38,22,265,5,"Saturday","Sep",3
"7099",7098,7099,2018-09-22 18:00:00,2018-09-22,18,"Autumn","No Holiday","Yes",1939,23.2,36,2.8,20000,7.2,0.47,0,0,9,38,22,265,5,"Saturday","Sep",3
"7100",7099,7100,2018-09-22 19:00:00,2018-09-22,19,"Autumn","No Holiday","Yes",1743,21.3,43,2.8,20000,8.2,0.02,0,0,9,38,22,265,5,"Saturday","Sep",3
"7101",7100,7101,2018-09-22 20:00:00,2018-09-22,20,"Autumn","No Holiday","Yes",1604,20.4,52,1.2,20000,10.2,0,0,0,9,38,22,265,5,"Saturday","Sep",3
"7102",7101,7102,2018-09-22 21:00:00,2018-09-22,21,"Autumn","No Holiday","Yes",1502,19.4,55,0.8,20000,10.1,0,0,0,9,38,22,265,5,"Saturday","Sep",3
"7103",7102,7103,2018-09-22 22:00:00,2018-09-22,22,"Autumn","No Holiday","Yes",1430,18.6,62,0.6,20000,11.1,0,0,0,9,38,22,265,5,"Saturday","Sep",3
"7104",7103,7104,2018-09-22 23:00:00,2018-09-22,23,"Autumn","No Holiday","Yes",1108,17.9,66,1,20000,11.4,0,0,0,9,38,22,265,5,"Saturday","Sep",3
"7105",7104,7105,2018-09-23 00:00:00,2018-09-23,0,"Autumn","Holiday","Yes",880,17.2,69,0.6,20000,11.4,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7106",7105,7106,2018-09-23 01:00:00,2018-09-23,1,"Autumn","Holiday","Yes",644,16.4,66,0.1,20000,10,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7107",7106,7107,2018-09-23 02:00:00,2018-09-23,2,"Autumn","Holiday","Yes",489,16,72,1.3,20000,10.9,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7108",7107,7108,2018-09-23 03:00:00,2018-09-23,3,"Autumn","Holiday","Yes",334,15.8,70,0.8,20000,10.3,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7109",7108,7109,2018-09-23 04:00:00,2018-09-23,4,"Autumn","Holiday","Yes",202,16.2,69,0.7,20000,10.4,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7110",7109,7110,2018-09-23 05:00:00,2018-09-23,5,"Autumn","Holiday","Yes",106,16.3,67,0.8,20000,10.1,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7111",7110,7111,2018-09-23 06:00:00,2018-09-23,6,"Autumn","Holiday","Yes",144,16.5,73,1.2,20000,11.6,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7112",7111,7112,2018-09-23 07:00:00,2018-09-23,7,"Autumn","Holiday","Yes",261,16.5,74,0.4,20000,11.8,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7113",7112,7113,2018-09-23 08:00:00,2018-09-23,8,"Autumn","Holiday","Yes",439,17,69,1.2,20000,11.2,0.3,0,0,9,38,23,266,6,"Sunday","Sep",3
"7114",7113,7114,2018-09-23 09:00:00,2018-09-23,9,"Autumn","Holiday","Yes",534,18.4,59,1,19510,10.2,0.86,0,0,9,38,23,266,6,"Sunday","Sep",3
"7115",7114,7115,2018-09-23 10:00:00,2018-09-23,10,"Autumn","Holiday","Yes",620,19.3,59,0.2,20000,11,0.94,0,0,9,38,23,266,6,"Sunday","Sep",3
"7116",7115,7116,2018-09-23 11:00:00,2018-09-23,11,"Autumn","Holiday","Yes",764,20.1,57,3,19290,11.3,1.29,0,0,9,38,23,266,6,"Sunday","Sep",3
"7117",7116,7117,2018-09-23 12:00:00,2018-09-23,12,"Autumn","Holiday","Yes",915,20.8,52,1.2,19840,10.5,1.25,0,0,9,38,23,266,6,"Sunday","Sep",3
"7118",7117,7118,2018-09-23 13:00:00,2018-09-23,13,"Autumn","Holiday","Yes",1031,22.7,44,1.4,19130,9.8,1.77,0,0,9,38,23,266,6,"Sunday","Sep",3
"7119",7118,7119,2018-09-23 14:00:00,2018-09-23,14,"Autumn","Holiday","Yes",1136,24.2,40,1.2,19530,9.7,2.62,0,0,9,38,23,266,6,"Sunday","Sep",3
"7120",7119,7120,2018-09-23 15:00:00,2018-09-23,15,"Autumn","Holiday","Yes",1366,25,28,2.2,20000,5.2,2.39,0,0,9,38,23,266,6,"Sunday","Sep",3
"7121",7120,7121,2018-09-23 16:00:00,2018-09-23,16,"Autumn","Holiday","Yes",1502,24.6,29,4,19880,5.3,1.73,0,0,9,38,23,266,6,"Sunday","Sep",3
"7122",7121,7122,2018-09-23 17:00:00,2018-09-23,17,"Autumn","Holiday","Yes",1591,24.1,41,2.4,20000,10,1.17,0,0,9,38,23,266,6,"Sunday","Sep",3
"7123",7122,7123,2018-09-23 18:00:00,2018-09-23,18,"Autumn","Holiday","Yes",1492,22.3,53,2.7,20000,12.2,0.44,0,0,9,38,23,266,6,"Sunday","Sep",3
"7124",7123,7124,2018-09-23 19:00:00,2018-09-23,19,"Autumn","Holiday","Yes",1333,21,54,2.9,20000,11.3,0.01,0,0,9,38,23,266,6,"Sunday","Sep",3
"7125",7124,7125,2018-09-23 20:00:00,2018-09-23,20,"Autumn","Holiday","Yes",1287,20.2,48,3.3,20000,8.8,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7126",7125,7126,2018-09-23 21:00:00,2018-09-23,21,"Autumn","Holiday","Yes",1148,19.1,38,2.1,20000,4.4,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7127",7126,7127,2018-09-23 22:00:00,2018-09-23,22,"Autumn","Holiday","Yes",1074,18.5,40,2.5,20000,4.6,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7128",7127,7128,2018-09-23 23:00:00,2018-09-23,23,"Autumn","Holiday","Yes",768,17.7,45,1.1,20000,5.6,0,0,0,9,38,23,266,6,"Sunday","Sep",3
"7129",7128,7129,2018-09-24 00:00:00,2018-09-24,0,"Autumn","Holiday","Yes",620,17.2,50,1.7,20000,6.6,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7130",7129,7130,2018-09-24 01:00:00,2018-09-24,1,"Autumn","Holiday","Yes",426,16.8,53,2,20000,7.1,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7131",7130,7131,2018-09-24 02:00:00,2018-09-24,2,"Autumn","Holiday","Yes",302,16.1,57,0.7,20000,7.5,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7132",7131,7132,2018-09-24 03:00:00,2018-09-24,3,"Autumn","Holiday","Yes",216,15.5,63,0.3,20000,8.4,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7133",7132,7133,2018-09-24 04:00:00,2018-09-24,4,"Autumn","Holiday","Yes",141,14.9,68,0.9,20000,9,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7134",7133,7134,2018-09-24 05:00:00,2018-09-24,5,"Autumn","Holiday","Yes",105,14.4,66,0.3,20000,8.1,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7135",7134,7135,2018-09-24 06:00:00,2018-09-24,6,"Autumn","Holiday","Yes",141,14.3,66,0.5,20000,8,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7136",7135,7136,2018-09-24 07:00:00,2018-09-24,7,"Autumn","Holiday","Yes",205,14.7,61,2.1,20000,7.2,0.02,0,0,9,39,24,267,0,"Monday","Sep",3
"7137",7136,7137,2018-09-24 08:00:00,2018-09-24,8,"Autumn","Holiday","Yes",296,15.4,52,2.2,19850,5.5,0.49,0,0,9,39,24,267,0,"Monday","Sep",3
"7138",7137,7138,2018-09-24 09:00:00,2018-09-24,9,"Autumn","Holiday","Yes",310,17,43,2.1,19930,4.3,1.36,0,0,9,39,24,267,0,"Monday","Sep",3
"7139",7138,7139,2018-09-24 10:00:00,2018-09-24,10,"Autumn","Holiday","Yes",426,18.5,38,3.3,20000,3.8,2.02,0,0,9,39,24,267,0,"Monday","Sep",3
"7140",7139,7140,2018-09-24 11:00:00,2018-09-24,11,"Autumn","Holiday","Yes",588,19.4,31,4.1,19660,1.8,2.55,0,0,9,39,24,267,0,"Monday","Sep",3
"7141",7140,7141,2018-09-24 12:00:00,2018-09-24,12,"Autumn","Holiday","Yes",754,20.3,34,2.6,20000,3.9,2.85,0,0,9,39,24,267,0,"Monday","Sep",3
"7142",7141,7142,2018-09-24 13:00:00,2018-09-24,13,"Autumn","Holiday","Yes",885,20.9,30,3.5,20000,2.6,2.93,0,0,9,39,24,267,0,"Monday","Sep",3
"7143",7142,7143,2018-09-24 14:00:00,2018-09-24,14,"Autumn","Holiday","Yes",1099,21.3,30,4.3,20000,3,2.78,0,0,9,39,24,267,0,"Monday","Sep",3
"7144",7143,7144,2018-09-24 15:00:00,2018-09-24,15,"Autumn","Holiday","Yes",1273,21.8,32,3.3,20000,4.3,2.42,0,0,9,39,24,267,0,"Monday","Sep",3
"7145",7144,7145,2018-09-24 16:00:00,2018-09-24,16,"Autumn","Holiday","Yes",1433,22,31,2.7,20000,4,1.87,0,0,9,39,24,267,0,"Monday","Sep",3
"7146",7145,7146,2018-09-24 17:00:00,2018-09-24,17,"Autumn","Holiday","Yes",1442,21.6,32,3.1,20000,4.1,1.2,0,0,9,39,24,267,0,"Monday","Sep",3
"7147",7146,7147,2018-09-24 18:00:00,2018-09-24,18,"Autumn","Holiday","Yes",1237,20.3,35,2.4,20000,4.3,0.46,0,0,9,39,24,267,0,"Monday","Sep",3
"7148",7147,7148,2018-09-24 19:00:00,2018-09-24,19,"Autumn","Holiday","Yes",1280,18.6,54,2.7,20000,9,0.01,0,0,9,39,24,267,0,"Monday","Sep",3
"7149",7148,7149,2018-09-24 20:00:00,2018-09-24,20,"Autumn","Holiday","Yes",1227,17.6,57,1.4,20000,8.9,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7150",7149,7150,2018-09-24 21:00:00,2018-09-24,21,"Autumn","Holiday","Yes",1145,16.8,58,1.2,20000,8.4,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7151",7150,7151,2018-09-24 22:00:00,2018-09-24,22,"Autumn","Holiday","Yes",958,16.6,47,3.9,20000,5.2,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7152",7151,7152,2018-09-24 23:00:00,2018-09-24,23,"Autumn","Holiday","Yes",750,15.7,51,0.4,20000,5.5,0,0,0,9,39,24,267,0,"Monday","Sep",3
"7153",7152,7153,2018-09-25 00:00:00,2018-09-25,0,"Autumn","Holiday","Yes",558,14.7,55,1.6,20000,5.7,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7154",7153,7154,2018-09-25 01:00:00,2018-09-25,1,"Autumn","Holiday","Yes",408,13.8,60,0.8,20000,6.1,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7155",7154,7155,2018-09-25 02:00:00,2018-09-25,2,"Autumn","Holiday","Yes",292,13.4,62,0.2,20000,6.2,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7156",7155,7156,2018-09-25 03:00:00,2018-09-25,3,"Autumn","Holiday","Yes",222,12.7,67,0.5,20000,6.7,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7157",7156,7157,2018-09-25 04:00:00,2018-09-25,4,"Autumn","Holiday","Yes",157,12,69,0.5,20000,6.4,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7158",7157,7158,2018-09-25 05:00:00,2018-09-25,5,"Autumn","Holiday","Yes",105,11.5,70,0.5,20000,6.2,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7159",7158,7159,2018-09-25 06:00:00,2018-09-25,6,"Autumn","Holiday","Yes",132,11.2,70,0.9,20000,5.9,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7160",7159,7160,2018-09-25 07:00:00,2018-09-25,7,"Autumn","Holiday","Yes",262,10.8,72,0.9,20000,5.9,0.03,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7161",7160,7161,2018-09-25 08:00:00,2018-09-25,8,"Autumn","Holiday","Yes",440,12,61,1.3,19880,4.6,0.6,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7162",7161,7162,2018-09-25 09:00:00,2018-09-25,9,"Autumn","Holiday","Yes",542,15.3,49,1,20000,4.6,1.34,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7163",7162,7163,2018-09-25 10:00:00,2018-09-25,10,"Autumn","Holiday","Yes",667,18,44,1.3,19840,5.5,1.99,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7164",7163,7164,2018-09-25 11:00:00,2018-09-25,11,"Autumn","Holiday","Yes",853,20.1,40,1.6,19850,6,2.47,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7165",7164,7165,2018-09-25 12:00:00,2018-09-25,12,"Autumn","Holiday","Yes",1045,21.7,36,2,20000,5.9,2.78,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7166",7165,7166,2018-09-25 13:00:00,2018-09-25,13,"Autumn","Holiday","Yes",1309,22.9,30,2,20000,4.3,2.9,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7167",7166,7167,2018-09-25 14:00:00,2018-09-25,14,"Autumn","Holiday","Yes",1522,23.7,28,1.4,20000,4,2.77,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7168",7167,7168,2018-09-25 15:00:00,2018-09-25,15,"Autumn","Holiday","Yes",1747,24.1,26,1.6,20000,3.3,2.38,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7169",7168,7169,2018-09-25 16:00:00,2018-09-25,16,"Autumn","Holiday","Yes",1955,24.2,28,1.7,20000,4.5,1.86,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7170",7169,7170,2018-09-25 17:00:00,2018-09-25,17,"Autumn","Holiday","Yes",2033,22.9,33,1.4,20000,5.7,0.83,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7171",7170,7171,2018-09-25 18:00:00,2018-09-25,18,"Autumn","Holiday","Yes",1885,21.6,37,1,20000,6.2,0.24,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7172",7171,7172,2018-09-25 19:00:00,2018-09-25,19,"Autumn","Holiday","Yes",1608,20.3,39,0.6,20000,5.8,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7173",7172,7173,2018-09-25 20:00:00,2018-09-25,20,"Autumn","Holiday","Yes",1583,19.3,45,0.4,20000,7,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7174",7173,7174,2018-09-25 21:00:00,2018-09-25,21,"Autumn","Holiday","Yes",1565,18.5,48,1,20000,7.2,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7175",7174,7175,2018-09-25 22:00:00,2018-09-25,22,"Autumn","Holiday","Yes",1418,17.7,52,1,20000,7.7,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7176",7175,7176,2018-09-25 23:00:00,2018-09-25,23,"Autumn","Holiday","Yes",1042,17.4,49,1.2,20000,6.5,0,0,0,9,39,25,268,1,"Tuesday","Sep",3
"7177",7176,7177,2018-09-26 00:00:00,2018-09-26,0,"Autumn","No Holiday","Yes",880,17,51,1.5,20000,6.7,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7178",7177,7178,2018-09-26 01:00:00,2018-09-26,1,"Autumn","No Holiday","Yes",594,16.6,53,1.7,20000,6.9,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7179",7178,7179,2018-09-26 02:00:00,2018-09-26,2,"Autumn","No Holiday","Yes",453,16.6,54,1.5,20000,7.2,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7180",7179,7180,2018-09-26 03:00:00,2018-09-26,3,"Autumn","No Holiday","Yes",355,16.5,57,1.6,20000,7.9,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7181",7180,7181,2018-09-26 04:00:00,2018-09-26,4,"Autumn","No Holiday","Yes",222,16.4,59,1.7,20000,8.3,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7182",7181,7182,2018-09-26 05:00:00,2018-09-26,5,"Autumn","No Holiday","Yes",150,16.3,61,1.5,20000,8.7,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7183",7182,7183,2018-09-26 06:00:00,2018-09-26,6,"Autumn","No Holiday","Yes",230,16.3,62,2.1,20000,8.9,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7184",7183,7184,2018-09-26 07:00:00,2018-09-26,7,"Autumn","No Holiday","Yes",335,16.3,62,2,20000,8.9,0.01,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7185",7184,7185,2018-09-26 08:00:00,2018-09-26,8,"Autumn","No Holiday","Yes",598,16.7,60,2,20000,8.8,0.2,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7186",7185,7186,2018-09-26 09:00:00,2018-09-26,9,"Autumn","No Holiday","Yes",680,17.7,54,1.8,20000,8.2,0.63,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7187",7186,7187,2018-09-26 10:00:00,2018-09-26,10,"Autumn","No Holiday","Yes",923,19.4,47,2.3,20000,7.7,1.45,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7188",7187,7188,2018-09-26 11:00:00,2018-09-26,11,"Autumn","No Holiday","Yes",1152,20.5,42,2.1,19810,7.1,1.59,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7189",7188,7189,2018-09-26 12:00:00,2018-09-26,12,"Autumn","No Holiday","Yes",1358,22.5,37,1.8,20000,7,2.5,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7190",7189,7190,2018-09-26 13:00:00,2018-09-26,13,"Autumn","No Holiday","Yes",1686,23.4,34,2.1,20000,6.6,2.84,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7191",7190,7191,2018-09-26 14:00:00,2018-09-26,14,"Autumn","No Holiday","Yes",1972,24.1,33,1.3,20000,6.8,2.52,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7192",7191,7192,2018-09-26 15:00:00,2018-09-26,15,"Autumn","No Holiday","Yes",2170,24.7,35,1.2,20000,8.1,2.28,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7193",7192,7193,2018-09-26 16:00:00,2018-09-26,16,"Autumn","No Holiday","Yes",2270,24.4,35,1.8,20000,7.9,1.71,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7194",7193,7194,2018-09-26 17:00:00,2018-09-26,17,"Autumn","No Holiday","Yes",2349,23.6,38,1.4,20000,8.4,1.04,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7195",7194,7195,2018-09-26 18:00:00,2018-09-26,18,"Autumn","No Holiday","Yes",2339,22.1,45,1.5,20000,9.6,0.27,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7196",7195,7196,2018-09-26 19:00:00,2018-09-26,19,"Autumn","No Holiday","Yes",1937,20.7,46,1,20000,8.6,0.02,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7197",7196,7197,2018-09-26 20:00:00,2018-09-26,20,"Autumn","No Holiday","Yes",1653,20,46,2,20000,8,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7198",7197,7198,2018-09-26 21:00:00,2018-09-26,21,"Autumn","No Holiday","Yes",1529,18.9,43,2,20000,6,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7199",7198,7199,2018-09-26 22:00:00,2018-09-26,22,"Autumn","No Holiday","Yes",1249,18.1,43,1.7,20000,5.3,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7200",7199,7200,2018-09-26 23:00:00,2018-09-26,23,"Autumn","No Holiday","Yes",934,17.4,46,2.1,20000,5.6,0,0,0,9,39,26,269,2,"Wednesday","Sep",3
"7201",7200,7201,2018-09-27 00:00:00,2018-09-27,0,"Autumn","No Holiday","Yes",770,16.7,50,1.7,20000,6.2,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7202",7201,7202,2018-09-27 01:00:00,2018-09-27,1,"Autumn","No Holiday","Yes",488,16.1,53,1.4,20000,6.5,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7203",7202,7203,2018-09-27 02:00:00,2018-09-27,2,"Autumn","No Holiday","Yes",326,15.7,53,1.4,20000,6.1,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7204",7203,7204,2018-09-27 03:00:00,2018-09-27,3,"Autumn","No Holiday","Yes",178,14.9,57,1.1,20000,6.4,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7205",7204,7205,2018-09-27 04:00:00,2018-09-27,4,"Autumn","No Holiday","Yes",151,14.4,58,1.1,20000,6.2,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7206",7205,7206,2018-09-27 05:00:00,2018-09-27,5,"Autumn","No Holiday","Yes",207,13.9,60,0.6,20000,6.2,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7207",7206,7207,2018-09-27 06:00:00,2018-09-27,6,"Autumn","No Holiday","Yes",589,13.4,61,0.8,20000,6,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7208",7207,7208,2018-09-27 07:00:00,2018-09-27,7,"Autumn","No Holiday","Yes",1364,13.2,60,0.5,20000,5.5,0.02,0,0,9,39,27,270,3,"Thursday","Sep",3
"7209",7208,7209,2018-09-27 08:00:00,2018-09-27,8,"Autumn","No Holiday","Yes",2129,14.8,51,1.1,20000,4.7,0.59,0,0,9,39,27,270,3,"Thursday","Sep",3
"7210",7209,7210,2018-09-27 09:00:00,2018-09-27,9,"Autumn","No Holiday","Yes",1120,17.7,48,1.5,20000,6.5,1.3,0,0,9,39,27,270,3,"Thursday","Sep",3
"7211",7210,7211,2018-09-27 10:00:00,2018-09-27,10,"Autumn","No Holiday","Yes",907,19.9,47,1.8,19890,8.2,1.93,0,0,9,39,27,270,3,"Thursday","Sep",3
"7212",7211,7212,2018-09-27 11:00:00,2018-09-27,11,"Autumn","No Holiday","Yes",1019,21.3,43,1.7,19980,8.2,2.42,0,0,9,39,27,270,3,"Thursday","Sep",3
"7213",7212,7213,2018-09-27 12:00:00,2018-09-27,12,"Autumn","No Holiday","Yes",1189,23.2,42,1.4,20000,9.5,2.73,0,0,9,39,27,270,3,"Thursday","Sep",3
"7214",7213,7214,2018-09-27 13:00:00,2018-09-27,13,"Autumn","No Holiday","Yes",1191,23,39,1.7,20000,8.2,2.28,0,0,9,39,27,270,3,"Thursday","Sep",3
"7215",7214,7215,2018-09-27 14:00:00,2018-09-27,14,"Autumn","No Holiday","Yes",1305,24.6,34,1.5,20000,7.6,2.74,0,0,9,39,27,270,3,"Thursday","Sep",3
"7216",7215,7216,2018-09-27 15:00:00,2018-09-27,15,"Autumn","No Holiday","Yes",1404,23.4,35,1.4,20000,7,1.39,0,0,9,39,27,270,3,"Thursday","Sep",3
"7217",7216,7217,2018-09-27 16:00:00,2018-09-27,16,"Autumn","No Holiday","Yes",1636,23.6,31,1.1,20000,5.4,1.37,0,0,9,39,27,270,3,"Thursday","Sep",3
"7218",7217,7218,2018-09-27 17:00:00,2018-09-27,17,"Autumn","No Holiday","Yes",2189,24.3,31,1.5,20000,6,1.17,0,0,9,39,27,270,3,"Thursday","Sep",3
"7219",7218,7219,2018-09-27 18:00:00,2018-09-27,18,"Autumn","No Holiday","Yes",3154,22.5,38,0.8,20000,7.4,0.31,0,0,9,39,27,270,3,"Thursday","Sep",3
"7220",7219,7220,2018-09-27 19:00:00,2018-09-27,19,"Autumn","No Holiday","Yes",2422,20.6,44,0.7,20000,7.9,0.01,0,0,9,39,27,270,3,"Thursday","Sep",3
"7221",7220,7221,2018-09-27 20:00:00,2018-09-27,20,"Autumn","No Holiday","Yes",2098,19.5,47,1.2,20000,7.8,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7222",7221,7222,2018-09-27 21:00:00,2018-09-27,21,"Autumn","No Holiday","Yes",1930,18.7,48,1.3,20000,7.4,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7223",7222,7223,2018-09-27 22:00:00,2018-09-27,22,"Autumn","No Holiday","Yes",1801,17.9,50,1,20000,7.3,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7224",7223,7224,2018-09-27 23:00:00,2018-09-27,23,"Autumn","No Holiday","Yes",1222,17.7,51,1.4,20000,7.4,0,0,0,9,39,27,270,3,"Thursday","Sep",3
"7225",7224,7225,2018-09-28 00:00:00,2018-09-28,0,"Autumn","No Holiday","No",0,17.1,52,1.4,20000,7.1,0,0,0,9,39,28,271,4,"Friday","Sep",3
"7226",7225,7226,2018-09-28 01:00:00,2018-09-28,1,"Autumn","No Holiday","No",0,16.5,53,1.5,20000,6.8,0,0,0,9,39,28,271,4,"Friday","Sep",3
"7227",7226,7227,2018-09-28 02:00:00,2018-09-28,2,"Autumn","No Holiday","No",0,16,56,1.5,20000,7.2,0,0,0,9,39,28,271,4,"Friday","Sep",3
"7228",7227,7228,2018-09-28 03:00:00,2018-09-28,3,"Autumn","No Holiday","No",0,15.3,59,1.6,20000,7.3,0,0,0,9,39,28,271,4,"Friday","Sep",3
"7229",7228,7229,2018-09-28 04:00:00,2018-09-28,4,"Autumn","No Holiday","No",0,14.7,62,1.5,20000,7.4,0,0,0,9,39,28,271,4,"Friday","Sep",3
"7230",7229,7230,2018-09-28 05:00:00,2018-09-28,5,"Autumn","No Holiday","No",0,14.5,60,1.4,20000,6.8,0,0,0,9,39,28,271,4,"Friday","Sep",3
