"","hour","rent_count","temperature","humidity","wind_speed","visibility","solar_radiation","rainfall","snowfall"
"7070",13,600,19.8,88,0.9,17960,0.65,0,0
"7071",14,972,21.4,76,1.4,20000,1.5,0.5,0
"7072",15,1288,21.8,76,1.4,20000,1.2,0,0
"7073",16,1550,21.5,78,1.2,20000,0.51,0,0
"7074",17,1904,21.2,77,1.2,20000,0.31,0,0
"7075",18,2235,20.9,77,0.6,20000,0.23,0,0
"7076",19,1720,20.3,81,1,20000,0.02,0,0
"7077",20,1551,20,82,0.4,20000,0,0,0
"7078",21,1540,19.9,82,0.6,20000,0,0,0
"7079",22,1493,19.7,82,0.5,20000,0,0,0
"7080",23,1171,19.5,82,0.6,20000,0,0,0
"7081",0,953,19.5,81,1.1,20000,0,0,0
"7082",1,875,19.5,83,1.5,14590,0,0,0
"7083",2,655,19.4,85,0,15330,0,0,0
"7084",3,458,18.8,90,1,11910,0,0,0
"7085",4,96,18.9,88,0.8,12260,0,0,0
"7086",5,93,18.8,96,0.2,9730,0,6.5,0
"7087",6,215,18.4,95,0.1,7520,0,0,0
"7088",7,363,18.1,96,0.9,5570,0.04,0,0
"7089",8,654,18.2,86,0,8580,0.48,0,0
"7090",9,810,19.7,78,1.3,7400,1.17,0,0
"7091",10,925,21.8,67,1.9,8780,1.88,0,0
"7092",11,1062,22.7,55,2.7,12970,1.86,0,0
"7093",12,1273,24.2,43,2.2,17980,2.31,0,0
"7094",13,1409,24.9,32,3.9,20000,2.57,0,0
"7095",14,1532,25.2,28,4.4,20000,2.76,0,0
"7096",15,1814,25.4,32,3.8,19800,2.42,0,0
"7097",16,1840,25.3,38,3,20000,1.88,0,0
"7098",17,2045,24.6,35,3.6,19900,1.2,0,0
"7099",18,1939,23.2,36,2.8,20000,0.47,0,0
"7100",19,1743,21.3,43,2.8,20000,0.02,0,0
"7101",20,1604,20.4,52,1.2,20000,0,0,0
"7102",21,1502,19.4,55,0.8,20000,0,0,0
"7103",22,1430,18.6,62,0.6,20000,0,0,0
"7104",23,1108,17.9,66,1,20000,0,0,0
"7105",0,880,17.2,69,0.6,20000,0,0,0
"7106",1,644,16.4,66,0.1,20000,0,0,0
"7107",2,489,16,72,1.3,20000,0,0,0
"7108",3,334,15.8,70,0.8,20000,0,0,0
"7109",4,202,16.2,69,0.7,20000,0,0,0
"7110",5,106,16.3,67,0.8,20000,0,0,0
"7111",6,144,16.5,73,1.2,20000,0,0,0
"7112",7,261,16.5,74,0.4,20000,0,0,0
"7113",8,439,17,69,1.2,20000,0.3,0,0
"7114",9,534,18.4,59,1,19510,0.86,0,0
"7115",10,620,19.3,59,0.2,20000,0.94,0,0
"7116",11,764,20.1,57,3,19290,1.29,0,0
"7117",12,915,20.8,52,1.2,19840,1.25,0,0
"7118",13,1031,22.7,44,1.4,19130,1.77,0,0
"7119",14,1136,24.2,40,1.2,19530,2.62,0,0
"7120",15,1366,25,28,2.2,20000,2.39,0,0
"7121",16,1502,24.6,29,4,19880,1.73,0,0
"7122",17,1591,24.1,41,2.4,20000,1.17,0,0
"7123",18,1492,22.3,53,2.7,20000,0.44,0,0
"7124",19,1333,21,54,2.9,20000,0.01,0,0
"7125",20,1287,20.2,48,3.3,20000,0,0,0
"7126",21,1148,19.1,38,2.1,20000,0,0,0
"7127",22,1074,18.5,40,2.5,20000,0,0,0
"7128",23,768,17.7,45,1.1,20000,0,0,0
"7129",0,620,17.2,50,1.7,20000,0,0,0
"7130",1,426,16.8,53,2,20000,0,0,0
"7131",2,302,16.1,57,0.7,20000,0,0,0
"7132",3,216,15.5,63,0.3,20000,0,0,0
"7133",4,141,14.9,68,0.9,20000,0,0,0
"7134",5,105,14.4,66,0.3,20000,0,0,0
"7135",6,141,14.3,66,0.5,20000,0,0,0
"7136",7,205,14.7,61,2.1,20000,0.02,0,0
"7137",8,296,15.4,52,2.2,19850,0.49,0,0
"7138",9,310,17,43,2.1,19930,1.36,0,0
"7139",10,426,18.5,38,3.3,20000,2.02,0,0
"7140",11,588,19.4,31,4.1,19660,2.55,0,0
"7141",12,754,20.3,34,2.6,20000,2.85,0,0
"7142",13,885,20.9,30,3.5,20000,2.93,0,0
"7143",14,1099,21.3,30,4.3,20000,2.78,0,0
"7144",15,1273,21.8,32,3.3,20000,2.42,0,0
"7145",16,1433,22,31,2.7,20000,1.87,0,0
"7146",17,1442,21.6,32,3.1,20000,1.2,0,0
"7147",18,1237,20.3,35,2.4,20000,0.46,0,0
"7148",19,1280,18.6,54,2.7,20000,0.01,0,0
"7149",20,1227,17.6,57,1.4,20000,0,0,0
"7150",21,1145,16.8,58,1.2,20000,0,0,0
"7151",22,958,16.6,47,3.9,20000,0,0,0
"7152",23,750,15.7,51,0.4,20000,0,0,0
"7153",0,558,14.7,55,1.6,20000,0,0,0
"7154",1,408,13.8,60,0.8,20000,0,0,0
"7155",2,292,13.4,62,0.2,20000,0,0,0
"7156",3,222,12.7,67,0.5,20000,0,0,0
"7157",4,157,12,69,0.5,20000,0,0,0
"7158",5,105,11.5,70,0.5,20000,0,0,0
"7159",6,132,11.2,70,0.9,20000,0,0,0
"7160",7,262,10.8,72,0.9,20000,0.03,0,0
"7161",8,440,12,61,1.3,19880,0.6,0,0
"7162",9,542,15.3,49,1,20000,1.34,0,0
"7163",10,667,18,44,1.3,19840,1.99,0,0
"7164",11,853,20.1,40,1.6,19850,2.47,0,0
"7165",12,1045,21.7,36,2,20000,2.78,0,0
"7166",13,1309,22.9,30,2,20000,2.9,0,0
"7167",14,1522,23.7,28,1.4,20000,2.77,0,0
"7168",15,1747,24.1,26,1.6,20000,2.38,0,0
"7169",16,1955,24.2,28,1.7,20000,1.86,0,0
"7170",17,2033,22.9,33,1.4,20000,0.83,0,0
"7171",18,1885,21.6,37,1,20000,0.24,0,0
"7172",19,1608,20.3,39,0.6,20000,0,0,0
"7173",20,1583,19.3,45,0.4,20000,0,0,0
"7174",21,1565,18.5,48,1,20000,0,0,0
"7175",22,1418,17.7,52,1,20000,0,0,0
"7176",23,1042,17.4,49,1.2,20000,0,0,0
"7177",0,880,17,51,1.5,20000,0,0,0
"7178",1,594,16.6,53,1.7,20000,0,0,0
"7179",2,453,16.6,54,1.5,20000,0,0,0
"7180",3,355,16.5,57,1.6,20000,0,0,0
"7181",4,222,16.4,59,1.7,20000,0,0,0
"7182",5,150,16.3,61,1.5,20000,0,0,0
"7183",6,230,16.3,62,2.1,20000,0,0,0
"7184",7,335,16.3,62,2,20000,0.01,0,0
"7185",8,598,16.7,60,2,20000,0.2,0,0
"7186",9,680,17.7,54,1.8,20000,0.63,0,0
"7187",10,923,19.4,47,2.3,20000,1.45,0,0
"7188",11,1152,20.5,42,2.1,19810,1.59,0,0
"7189",12,1358,22.5,37,1.8,20000,2.5,0,0
"7190",13,1686,23.4,34,2.1,20000,2.84,0,0
"7191",14,1972,24.1,33,1.3,20000,2.52,0,0
"7192",15,2170,24.7,35,1.2,20000,2.28,0,0
"7193",16,2270,24.4,35,1.8,20000,1.71,0,0
"7194",17,2349,23.6,38,1.4,20000,1.04,0,0
"7195",18,2339,22.1,45,1.5,20000,0.27,0,0
"7196",19,1937,20.7,46,1,20000,0.02,0,0
"7197",20,1653,20,46,2,20000,0,0,0
"7198",21,1529,18.9,43,2,20000,0,0,0
"7199",22,1249,18.1,43,1.7,20000,0,0,0
"7200",23,934,17.4,46,2.1,20000,0,0,0
"7201",0,770,16.7,50,1.7,20000,0,0,0
"7202",1,488,16.1,53,1.4,20000,0,0,0
"7203",2,326,15.7,53,1.4,20000,0,0,0
"7204",3,178,14.9,57,1.1,20000,0,0,0
"7205",4,151,14.4,58,1.1,20000,0,0,0
"7206",5,207,13.9,60,0.6,20000,0,0,0
"7207",6,589,13.4,61,0.8,20000,0,0,0
"7208",7,1364,13.2,60,0.5,20000,0.02,0,0
"7209",8,2129,14.8,51,1.1,20000,0.59,0,0
"7210",9,1120,17.7,48,1.5,20000,1.3,0,0
"7211",10,907,19.9,47,1.8,19890,1.93,0,0
"7212",11,1019,21.3,43,1.7,19980,2.42,0,0
"7213",12,1189,23.2,42,1.4,20000,2.73,0,0
"7214",13,1191,23,39,1.7,20000,2.28,0,0
"7215",14,1305,24.6,34,1.5,20000,2.74,0,0
"7216",15,1404,23.4,35,1.4,20000,1.39,0,0
"7217",16,1636,23.6,31,1.1,20000,1.37,0,0
"7218",17,2189,24.3,31,1.5,20000,1.17,0,0
"7219",18,3154,22.5,38,0.8,20000,0.31,0,0
"7220",19,2422,20.6,44,0.7,20000,0.01,0,0
"7221",20,2098,19.5,47,1.2,20000,0,0,0
"7222",21,1930,18.7,48,1.3,20000,0,0,0
"7223",22,1801,17.9,50,1,20000,0,0,0
"7224",23,1222,17.7,51,1.4,20000,0,0,0
"7225",0,0,17.1,52,1.4,20000,0,0,0
"7226",1,0,16.5,53,1.5,20000,0,0,0
"7227",2,0,16,56,1.5,20000,0,0,0
"7228",3,0,15.3,59,1.6,20000,0,0,0
"7229",4,0,14.7,62,1.5,20000,0,0,0
"7230",5,0,14.5,60,1.4,20000,0,0,0
"7231",6,0,14.4,61,1.2,20000,0,0,0
"7232",7,0,14.5,62,1.5,20000,0.03,0,0
"7233",8,0,15.2,58,1.7,20000,0.29,0,0
"7234",9,0,16.5,50,1.2,20000,0.66,0,0
"7235",10,0,17.4,51,1.3,19890,0.81,0,0
"7236",11,0,17.9,54,1.4,20000,0.73,0,0
"7237",12,0,19,52,1.2,20000,0.98,0,0
"7238",13,0,19.1,53,1.4,20000,0.76,0,0
"7239",14,0,19.4,53,1.4,20000,0.68,0,0
"7240",15,0,20.3,52,1.3,20000,1.15,0,0
"7241",16,0,21.9,46,1.2,19950,1.67,0,0
"7242",17,0,21.7,52,1.1,20000,0.79,0,0
"7243",18,0,20.4,56,1.7,20000,0.2,0,0
"7244",19,0,19.3,61,0.8,20000,0.01,0,0
"7245",20,0,18,67,0.7,20000,0,0,0
"7246",21,0,17.8,66,1.1,20000,0,0,0
"7247",22,0,17.1,70,1,20000,0,0,0
"7248",23,0,16.6,69,1,20000,0,0,0
"7249",0,1037,16.6,69,1,20000,0,0,0
"7250",1,982,16.2,71,0.9,20000,0,0,0
"7251",2,690,15.8,71,1.1,20000,0,0,0
"7252",3,493,15.5,73,1,20000,0,0,0
"7253",4,301,15.4,74,0.9,20000,0,0,0
"7254",5,208,15,77,0.5,20000,0,0,0
"7255",6,290,14.6,81,1,20000,0,0,0
"7256",7,513,14.7,76,0.8,20000,0.02,0,0
"7257",8,848,15.7,65,1.2,20000,0.54,0,0
"7258",9,1076,18.3,58,1.4,19580,1.24,0,0
"7259",10,1071,20.8,52,1.5,20000,1.88,0,0
"7260",11,1284,22.3,50,1.3,20000,2.36,0,0
"7261",12,1495,23.8,44,1.7,20000,2.66,0,0
"7262",13,1752,24.9,40,1.4,20000,2.75,0,0
"7263",14,1892,26.2,33,1.8,20000,2.62,0,0
"7264",15,2065,26.5,33,1.4,20000,2.25,0,0
"7265",16,2254,26.6,34,1.3,20000,1.69,0,0
"7266",17,2432,26.3,31,1,20000,1.03,0,0
"7267",18,2397,24.8,41,0.5,20000,0.33,0,0
"7268",19,2021,22.5,43,0.4,20000,0,0,0
"7269",20,1835,21.3,46,0.1,20000,0,0,0
"7270",21,1781,20.1,54,1.2,20000,0,0,0
"7271",22,1501,19.3,55,0.5,20000,0,0,0
"7272",23,1229,18.6,59,0.7,20000,0,0,0
"7273",0,0,18.1,60,0.2,20000,0,0,0
"7274",1,0,17.5,66,0.5,20000,0,0,0
"7275",2,0,17.3,68,0.7,20000,0,0,0
"7276",3,0,17,70,0.9,20000,0,0,0
"7277",4,0,16.6,73,0.3,20000,0,0,0
"7278",5,0,16.1,78,0.4,20000,0,0,0
"7279",6,0,15.5,80,0.4,20000,0,0,0
"7280",7,0,15.1,81,0.8,19390,0.03,0,0
"7281",8,0,16.2,69,1.1,20000,0.54,0,0
"7282",9,0,18.5,62,0.5,18470,1,0,0
"7283",10,0,20.7,62,1.3,16790,1.41,0,0
"7284",11,0,20.2,63,2.8,11950,1.25,0,0
"7285",12,0,20.8,47,3.1,16650,2,0,0
"7286",13,0,21.1,42,4.6,19540,2.74,0,0
"7287",14,0,21.1,32,4.4,19990,2.48,0,0
"7288",15,0,21.3,32,3.8,20000,2.31,0,0
"7289",16,0,21.2,28,3.2,20000,1.77,0,0
"7290",17,0,20.4,31,3.2,20000,1.06,0,0
"7291",18,0,18.3,34,3.3,20000,0.36,0,0
"7292",19,0,17.1,35,2.9,20000,0,0,0
"7293",20,0,16,39,2.9,20000,0,0,0
"7294",21,0,15.2,40,3,20000,0,0,0
"7295",22,0,14.6,46,2.2,20000,0,0,0
"7296",23,0,14.1,53,2.1,20000,0,0,0
"7297",0,680,14.1,55,2.6,20000,0,0,0
"7298",1,402,13.9,57,2,20000,0,0,0
"7299",2,262,13.9,56,2.4,20000,0,0,0
"7300",3,179,13.6,56,1.6,20000,0,0,0
"7301",4,143,13.7,56,1.9,20000,0,0,0
"7302",5,246,13.7,57,1.8,19990,0,0,0
"7303",6,632,13.3,56,2.3,20000,0,0,0
"7304",7,1429,13.1,58,2.1,19970,0.03,0,0
"7305",8,2101,13.7,54,2.4,19600,0.39,0,0
"7306",9,1106,14.9,50,3.4,19890,1.08,0,0
"7307",10,856,16.3,47,3.6,18150,1.93,0,0
"7308",11,959,17,45,4.5,19660,2.04,0,0
"7309",12,1138,18.4,40,3.5,19580,2.28,0,0
"7310",13,1087,17.6,49,4.7,20000,1.89,0,0
"7311",14,1137,19.3,36,3.5,19860,2.28,0,0
"7312",15,1258,19,40,3.8,19830,1.96,0,0
"7313",16,1357,17.7,47,3.4,20000,0.81,0,0
"7314",17,1799,17.2,53,2.9,20000,0.25,0,0
"7315",18,2857,16.6,61,2.9,20000,0.16,0,0
"7316",19,2122,16.2,62,2.2,20000,0,0,0
"7317",20,1824,15.4,63,2.1,20000,0,0,0
"7318",21,1777,14.6,66,4,20000,0,0,0
"7319",22,1501,13.9,69,0.5,20000,0,0,0
"7320",23,1057,13.4,69,3.7,20000,0,0,0
"7321",0,0,13,72,1.8,19870,0,0,0
"7322",1,0,12.5,74,1.9,19920,0,0,0
"7323",2,0,12.3,75,1.6,18400,0,0,0
"7324",3,0,11.8,78,0.3,18430,0,0,0
"7325",4,0,11.2,80,0.3,12360,0,0,0
"7326",5,0,10.8,82,0.3,17780,0,0,0
"7327",6,0,10.6,81,0,17980,0,0,0
"7328",7,0,10.4,81,0.3,19560,0.02,0,0
"7329",8,0,11.2,69,0.9,17140,0.49,0,0
"7330",9,0,13.9,66,1.6,14270,1.11,0,0
"7331",10,0,16.7,58,2.4,15540,1.81,0,0
"7332",11,0,18.3,44,3,18780,2.35,0,0
"7333",12,0,19.4,41,3.1,19560,2.67,0,0
"7334",13,0,20.4,36,2.6,17760,2.71,0,0
"7335",14,0,21.5,39,2.5,16910,2.56,0,0
"7336",15,0,21.8,38,2.6,19130,2.22,0,0
"7337",16,0,21.7,36,3.2,19290,1.64,0,0
"7338",17,0,21.2,40,2.4,20000,0.98,0,0
"7339",18,0,19.2,48,2.2,20000,0.28,0,0
"7340",19,0,17.6,57,1.7,20000,0,0,0
"7341",20,0,16.8,62,2,20000,0,0,0
"7342",21,0,16.2,65,1.5,20000,0,0,0
"7343",22,0,15.5,69,0.8,19870,0,0,0
"7344",23,0,14.8,68,0.1,19940,0,0,0
"7345",0,1040,14.5,74,0.4,20000,0,0,0
"7346",1,882,13.8,75,0.5,20000,0,0,0
"7347",2,685,13.2,77,1.2,19720,0,0,0
"7348",3,497,12.6,78,0.6,19070,0,0,0
"7349",4,284,12.1,80,1.2,18340,0,0,0
"7350",5,173,11.8,82,1.1,18780,0,0,0
"7351",6,278,11.4,84,0.3,17420,0,0,0
"7352",7,440,11.2,85,0.3,15930,0.02,0,0
"7353",8,762,11.8,73,1,16490,0.49,0,0
"7354",9,966,14.4,61,0.7,13400,1.21,0,0
"7355",10,1113,17.3,53,0.7,14060,1.83,0,0
"7356",11,1248,20.3,46,1.6,14090,2.29,0,0
"7357",12,1634,21.4,40,1.4,19730,2.53,0,0
"7358",13,1849,22.5,40,2.6,18540,2.64,0,0
"7359",14,1995,23.4,35,1.6,19720,2.51,0,0
"7360",15,2200,24.1,34,2,19960,2.14,0,0
"7361",16,2112,24,34,2.7,20000,1.62,0,0
"7362",17,2400,23.3,36,1.7,19600,0.95,0,0
"7363",18,2235,21.5,43,1.8,20000,0.26,0,0
"7364",19,1792,20,49,1.5,20000,0,0,0
"7365",20,1744,18.6,55,1.5,20000,0,0,0
"7366",21,1594,17.6,59,1.6,20000,0,0,0
"7367",22,1393,16.9,63,0.2,20000,0,0,0
"7368",23,1033,16.1,63,0.6,20000,0,0,0
"7369",0,0,15.5,65,0.8,20000,0,0,0
"7370",1,0,14.7,69,0.6,20000,0,0,0
"7371",2,0,14,73,0.5,19920,0,0,0
"7372",3,0,13.6,75,0.8,19600,0,0,0
"7373",4,0,13.3,75,0.4,17920,0,0,0
"7374",5,0,13.2,73,0.9,18570,0,0,0
"7375",6,0,13.2,73,1.1,19000,0,0,0
"7376",7,0,13.2,75,0.8,17800,0.01,0,0
"7377",8,0,13.9,68,0.9,19120,0.34,0,0
"7378",9,0,16.7,58,1.8,18210,1.22,0,0
"7379",10,0,19,49,1.7,19800,1.73,0,0
"7380",11,0,21.3,41,1.9,19630,2.36,0,0
"7381",12,0,23.2,38,1.7,19900,2.44,0,0
"7382",13,0,23.4,39,1.4,20000,1.72,0,0
"7383",14,0,24.3,39,1.7,20000,2.18,0,0
"7384",15,0,25.3,39,1.6,20000,1.88,0,0
"7385",16,0,25.1,41,1,20000,1.22,0,0
"7386",17,0,24.2,44,1.5,20000,0.58,0,0
"7387",18,0,23.1,48,1.3,20000,0.2,0,0
"7388",19,0,22.3,50,1.4,20000,0,0,0
"7389",20,0,21.3,53,1.8,20000,0,0,0
"7390",21,0,20.5,57,2,20000,0,0,0
"7391",22,0,19.8,60,1.6,20000,0,0,0
"7392",23,0,19.4,62,1.7,20000,0,0,0
"7393",0,973,19,64,1.9,20000,0,0,0
"7394",1,735,18.6,66,1.7,20000,0,0,0
"7395",2,515,18.2,64,2,20000,0,0,0
"7396",3,329,18,61,1.8,20000,0,0,0
"7397",4,221,17.7,57,1.3,20000,0,0,0
"7398",5,223,17.6,57,1.1,20000,0,0,0
"7399",6,531,17.7,55,1.5,20000,0,0,0
"7400",7,282,17.7,56,1.3,20000,0,0,0
"7401",8,208,16.9,72,1.3,20000,0.04,0.3,0
"7402",9,47,16.3,85,1.8,9420,0.13,1.2,0
"7403",10,33,15.8,89,1.8,7420,0.18,1.5,0
"7404",11,29,16.1,89,2.4,11120,0.4,1.5,0
"7405",12,23,16.6,90,1.7,5180,0.51,2,0
"7406",13,22,16.9,95,1.6,3250,0.48,4,0
"7407",14,17,17.2,95,1.6,5530,0.48,2.5,0
"7408",15,8,17.2,96,0.6,2130,0.26,4,0
"7409",16,28,17.1,97,1.7,3820,0.15,6,0
"7410",17,66,16.9,97,2.1,7280,0.08,5.5,0
"7411",18,74,16.7,96,1.6,14610,0.03,1,0
"7412",19,55,16.6,96,2.4,10720,0,1.5,0
"7413",20,44,16.5,96,2.7,10470,0,1,0
"7414",21,32,16.5,96,2.2,9630,0,1.5,0
"7415",22,23,16.2,92,2.6,17710,0,1.5,0
"7416",23,4,16.3,91,1.8,18110,0,0.5,0
"7417",0,0,16.4,94,1.8,17440,0,1,0
"7418",1,0,16.7,89,2.4,18140,0,1,0
"7419",2,0,16.9,88,2.5,20000,0,1.5,0
"7420",3,0,16.8,90,3.3,16010,0,2,0
"7421",4,0,16.9,89,2.7,15770,0,2.5,0
"7422",5,0,16.7,93,2.8,3600,0,4.5,0
"7423",6,0,16.5,96,2.3,4170,0,8.5,0
"7424",7,5,16.5,97,2.3,3640,0,9.5,0
"7425",8,6,16.6,97,2,4570,0.01,9,0
"7426",9,5,16.7,97,2.9,5500,0.05,6,0
"7427",10,2,17,97,1.5,6760,0.15,6,0
"7428",11,20,17.5,95,2,12140,0.35,3.5,0
"7429",12,130,18,92,2.9,19990,0.45,1,0
"7430",13,529,17.7,89,5,20000,0.62,0.5,0
"7431",14,941,19.3,79,3.6,20000,1.36,0,0
"7432",15,1236,21,67,4.1,20000,2.05,0,0
"7433",16,1601,21.5,62,3.4,20000,1.26,0,0
"7434",17,1870,21.1,64,1.2,20000,0.4,0,0
"7435",18,2012,20.5,66,1.2,20000,0.16,0,0
"7436",19,1761,19.7,72,0.6,20000,0,0,0
"7437",20,1567,19.4,67,0.8,20000,0,0,0
"7438",21,1731,18.5,78,0.1,20000,0,0,0
"7439",22,1459,17.7,78,0.3,20000,0,0,0
"7440",23,1162,16.9,84,0.9,20000,0,0,0
"7441",0,1049,16.3,86,0.3,20000,0,0,0
"7442",1,768,16,88,1.2,20000,0,0,0
"7443",2,538,15.7,88,0.4,20000,0,0,0
"7444",3,372,15.5,88,1.7,19980,0,0,0
"7445",4,255,15.1,90,1.2,8500,0,0,0
"7446",5,146,15.1,89,1.1,16150,0,0,0
"7447",6,189,14.8,89,0.2,14900,0,0,0
"7448",7,345,14.3,89,0.6,11650,0.03,0,0
"7449",8,589,14.6,71,1,18960,0.43,0,0
"7450",9,753,16.2,60,1.9,18990,1.16,0,0
"7451",10,932,18.1,56,2.6,17200,1.79,0,0
"7452",11,1188,19.1,56,2.4,18020,2.15,0,0
"7453",12,1516,19.8,46,2.5,18370,2.3,0,0
"7454",13,1714,20.1,41,3,19630,2.34,0,0
"7455",14,1987,20.2,42,2.8,18320,1.87,0,0
"7456",15,2167,20.4,36,2.8,20000,1.56,0,0
"7457",16,2270,20.7,34,2,20000,1.23,0,0
"7458",17,2255,19.4,32,3.2,20000,0.63,0,0
"7459",18,2069,17.9,29,2.8,20000,0.16,0,0
"7460",19,1608,16.6,36,1.4,20000,0,0,0
"7461",20,1519,15.5,37,1.9,20000,0,0,0
"7462",21,1385,14.4,36,1,20000,0,0,0
"7463",22,1160,13.6,38,1.5,20000,0,0,0
"7464",23,840,12.9,38,1.5,20000,0,0,0
"7465",0,711,12.3,44,0.8,20000,0,0,0
"7466",1,390,11.7,52,1.1,20000,0,0,0
"7467",2,265,11.1,56,1.4,20000,0,0,0
"7468",3,192,10.8,59,0.5,20000,0,0,0
"7469",4,123,10.4,61,0.6,20000,0,0,0
"7470",5,215,9.8,63,0.5,20000,0,0,0
"7471",6,503,9.5,68,0.9,20000,0,0,0
"7472",7,1206,9.2,72,1,20000,0.01,0,0
"7473",8,2005,9.9,66,1.2,20000,0.35,0,0
"7474",9,1166,12.2,51,0.7,19180,1.02,0,0
"7475",10,943,15,44,0.5,18390,1.48,0,0
"7476",11,1117,17.9,39,1.3,18730,2.06,0,0
"7477",12,1238,19.2,31,0.5,19940,2.4,0,0
"7478",13,1303,20.2,28,1.3,20000,2.25,0,0
"7479",14,1358,20.2,24,1.5,20000,1.8,0,0
"7480",15,1502,20.6,26,1.2,20000,1.76,0,0
"7481",16,1603,20.3,25,1.8,20000,1.15,0,0
"7482",17,2127,20,28,0.7,20000,0.79,0,0
"7483",18,2787,18.1,39,1,20000,0.21,0,0
"7484",19,2150,16.4,42,1.8,20000,0,0,0
"7485",20,1838,15.5,45,2.2,20000,0,0,0
"7486",21,1788,15.1,48,2.6,20000,0,0,0
"7487",22,1636,14.4,49,1.1,20000,0,0,0
"7488",23,1196,13.5,55,0.5,20000,0,0,0
"7489",0,0,12.6,54,0.2,20000,0,0,0
"7490",1,0,12,58,0.7,20000,0,0,0
"7491",2,0,11.4,65,1.1,20000,0,0,0
"7492",3,0,11,66,0.9,20000,0,0,0
"7493",4,0,11,63,0.8,20000,0,0,0
"7494",5,0,10.8,64,0.8,20000,0,0,0
"7495",6,0,10.8,69,0.8,20000,0,0,0
"7496",7,0,10.9,70,0.7,20000,0,0,0
"7497",8,0,11.4,66,0.8,19910,0.18,0,0
"7498",9,0,12.8,57,1.2,18380,0.55,0,0
"7499",10,0,14.8,51,1,19980,1.07,0,0
"7500",11,0,16.4,45,0.7,20000,1.22,0,0
"7501",12,0,18.3,40,0.6,19950,1.82,0,0
"7502",13,0,19.2,39,1,20000,1.66,0,0
"7503",14,0,18.8,39,1.6,20000,0.67,0,0
"7504",15,0,18.3,40,1.2,20000,0.33,0,0
"7505",16,0,19,39,1.4,20000,0.89,0,0
"7506",17,0,18.4,39,2.1,20000,0.45,0,0
"7507",18,0,17.7,43,1.5,20000,0.05,0,0
"7508",19,0,17.3,47,2.2,20000,0,0,0
"7509",20,0,17,49,1.4,20000,0,0,0
"7510",21,0,16.8,52,1.6,20000,0,0,0
"7511",22,0,16.7,55,1.9,20000,0,0,0
"7512",23,0,16.6,53,1.1,20000,0,0,0
"7513",0,643,16.6,53,0.9,20000,0,0,0
"7514",1,144,16.6,57,1.5,20000,0,0,0
"7515",2,55,14.4,91,0.4,4020,0,4.5,0
"7516",3,90,14.3,95,1,9670,0,2.5,0
"7517",4,82,14.3,92,2,7140,0,0,0
"7518",5,152,13.6,89,2.7,9900,0,0,0
"7519",6,441,12.6,86,1.9,14300,0,0,0
"7520",7,1220,12.3,84,3.2,12200,0,0,0
"7521",8,2082,11.8,80,3.7,15180,0.16,0,0
"7522",9,1097,12,72,3.3,16500,0.68,0,0
"7523",10,792,12,61,4.1,19810,0.86,0,0
"7524",11,914,12.7,50,3.3,19990,1.61,0,0
"7525",12,1006,13.7,43,3.4,19800,1.65,0,0
"7526",13,1015,14.3,43,3.6,19950,1.86,0,0
"7527",14,1041,14,43,2.8,20000,1.13,0,0
"7528",15,1171,13.7,44,3.9,20000,0.83,0,0
"7529",16,1363,13.8,43,3.7,20000,0.74,0,0
"7530",17,1775,13.1,45,3.1,20000,0.62,0,0
"7531",18,2514,12.2,45,3.1,20000,0.16,0,0
"7532",19,1723,11.3,50,1.1,20000,0,0,0
"7533",20,1489,10.6,48,2,20000,0,0,0
"7534",21,1445,9.9,50,1.2,20000,0,0,0
"7535",22,1255,9.2,55,0.9,20000,0,0,0
"7536",23,901,8.5,52,0.6,20000,0,0,0
"7537",0,707,7.9,53,0.9,20000,0,0,0
"7538",1,541,7.3,59,0.1,20000,0,0,0
"7539",2,341,7.1,64,0.9,20000,0,0,0
"7540",3,218,6.7,71,1,20000,0,0,0
"7541",4,145,6.6,69,0.9,20000,0,0,0
"7542",5,197,6.6,73,1.1,20000,0,0,0
"7543",6,518,6.6,65,1.6,20000,0,0,0
"7544",7,1233,6.3,65,1,20000,0.01,0,0
"7545",8,2000,7,56,3.1,19710,0.44,0,0
"7546",9,1070,8.4,49,2.6,20000,1.17,0,0
"7547",10,792,10.2,44,2.3,19860,1.8,0,0
"7548",11,926,11.7,36,4.3,20000,2.28,0,0
"7549",12,967,13.2,31,3.8,20000,2.58,0,0
"7550",13,1000,13.5,32,5,19900,2.56,0,0
"7551",14,991,13.4,32,4.9,20000,1.78,0,0
"7552",15,1054,13,39,3.7,20000,1.09,0,0
"7553",16,1284,13.8,36,2.9,20000,0.98,0,0
"7554",17,1685,13.2,36,3.6,20000,0.55,0,0
"7555",18,2378,12.1,40,2.4,18540,0.18,0,0
"7556",19,1614,11.1,43,2,20000,0,0,0
"7557",20,1389,10.2,46,0.2,20000,0,0,0
"7558",21,1398,9.3,52,1.5,20000,0,0,0
"7559",22,1221,8.8,55,1.6,20000,0,0,0
"7560",23,857,8.4,60,1.5,20000,0,0,0
"7561",0,706,8.2,61,1.3,20000,0,0,0
"7562",1,531,7.6,63,1.2,20000,0,0,0
"7563",2,409,7.1,61,0.6,20000,0,0,0
"7564",3,225,6.5,69,0.3,19810,0,0,0
"7565",4,168,6.2,71,1.1,20000,0,0,0
"7566",5,183,6,72,1.3,20000,0,0,0
